id,active,status,summary,title,theme,themename,ContactCountry,funding,goal,donations,reports,remaining
49376,false,retired,"Donations to this project would go to the street children under the wing of Childhope Philippines Foundation, Inc. -- giving them aid as Covid relief and providing them better access to alternative education, health and basic social welfare services.",Covid19 relief for street children,COVID-19,Child Protection;Disaster Response;Education;Gender Equality;Physical Health;Food Security;COVID-19;Ending Abuse;Mental Health;COVID-19;Child Protection;Education;Physical Health,Philippines,2928.56,10000.00,35,2,7071.44
49773,false,funded,"Super Typhoon Goni (known locally as Rolly) made landfall with sustained winds of 135 miles an hour. This relief fund will support emergency aid like food, water, medicine, and shelter. After initial needs are met, the fund will transition to provide long-term assistance as needed. All donations to this fund will exclusively support Super Typhoon Goni relief and recovery efforts in the Philippines.",Super Typhoon Goni/Rolly Relief Fund,Disaster Response,Animal Welfare;Child Protection;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;Digital Literacy;Food Security;Disaster Response,United States,64354.21,3000000.00,1590,2,2935645.79
49776,false,funded,"This project will provide food and sanitation relief and recovery support to 3,000 poor families affected by the Super Typhoon Goni/Rolly by the provision of hygiene kits and farming inputs in order to ensure that the problem of sanitation is responded to and the damaged agriculture is rehabilitated soonest.",Super Typhoon Goni/Rolly Food and Sanitation Fund,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,1675.59,50000.00,10,1,48324.41
49777,false,funded,"We will provide food packs, vegetable seeds, root crops and hygiene kits to 7,500 families affected by Super Typhoon Goni in 12 villages in Albuera, Leyte and in Daraga, Albay. Although the villages in Leyte are not directly hit, they too are severely affected by strong winds and rain with vast agricultural lands damaged and harvest compromised. In Albay, we will focus on villages where we have local volunteers and partners with our previous response when Mayon Volcano erupted.",Super Typhoon Goni/Rolly Food and Sanitation Fund,Disaster Response,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Ending Human Trafficking;Food Security;COVID-19;Disaster Response,Philippines,1070.00,75000.00,8,1,73930.00
49780,false,funded,"We will provide food packs, medicines, hygiene kits and starter livelihood packages to 2500 children affected by Super Typhoon Goni in 10 villages in Albay province.  We will work with local youth-based associations in the identification and delivery of these support and then strengthen them for long-term recovery and partnership efforts.",Super Typhoon Goni/Rolly Children Fund,Disaster Response,Child Protection;Climate Action;Disaster Response;Economic Growth;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Disaster Response,Philippines,210.06,35000.00,3,1,34789.94
49838,true,active,"CDRC, TABI, and STPRC started the Damage, Needs, Capacity Assessment (DNCA) immediately after the typhoon struck. Based on the assessment, many cities and towns still do not have electricity and are still submerged in floodwaters including some areas in Batangas City, Quezon Province, and Bicol Region, disrupting access to water as well as communications. Aside from the immediate relief needs, people are in dire need of support to restore their livelihoods.",Typhoon Rolly (GONI) Emergency Response for Luzon,Disaster Response,Child Protection;Climate Action;Disaster Response;Education;Ecosystem Restoration;Gender Equality;Food Security;COVID-19;Clean Water;Disability Rights;Mental Health;Sustainable Agriculture;Disaster Response;Mental Health,Philippines,8749.55,83333.00,13,3,74583.45
49869,false,funded,"On November 1, Super Typhoon Goni struck the Philippines with winds up to 195 mph-the strongest since Typhoon Haiyan in 2013-leaving 151 cities and towns without electricity and displacing hundreds of thousands of people. Current reports place the death toll at 20 people; with many affected communities still out of reach, damage could take days to assess. In response, International Medical Corps is launching efforts to address relief and recovery needs.",Emergency Response to Typhoon Goni - Philippines,Disaster Response,Child Protection;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Disaster Response,United States,359.53,25000.00,7,2,24640.47
49979,false,funded,"Some may ask, ""Why help others so far away during a pandemic?"" Airline Ambassadors International (AAI) has partnered with Jesus Our Great Shepherd Church in the Philippines. Our goal is to provide clean drinking water and nutritious meals for the children from the impoverished Abatex Dumpsite community. Every time AAI volunteers board a flight to Manila, we know why. When we hold a child in our arms, we understand why. Please help all of us at AAI make this special Christmas wish come true!",A Christmas Gift for Abatex in the Philippines,Food Security,Child Protection;Gender Equality;Physical Health;Justice and Human Rights;Food Security,United States,2425.00,5000.00,39,2,2575.00
49981,false,funded,"We will provide food packs comprising warm meals to 2,000 individuals affected by Typhoon Vamco and then later on, when the situation near-normalize to start with the distribution of vegetable seeds so that families in hard-hit villages can start vegetable gardening and improve their access to nutritious food. We will also provide mats, blankets and mosquito nets.",Typhoon Vamco/Ulysses Food Support Project,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,2363.67,15000.00,91,1,12636.33
49987,false,funded,"November 1, Super Typhoon Goni (known locally as Rolly) with a sustained wind speed of 225km/hr made landfalls. More than 24 million people in 8 regions, 32 provinces, 44 cities and 357 municipalities are affected by the Typhoon. This relief fund will urgently deliver a 3-Week Food Relief Package (including rice, cans and sugar) to 650 most affected families, with a focus on single parents, women without families, elderly, people with disability.",The Philippines Super Typhoon Relief Fund,Disaster Response,Child Protection;Climate Action;Disaster Response;Education;Physical Health;Food Security;COVID-19;Mental Health;Disaster Response;Child Protection;Climate Action;Food Security,Taiwan,1282.15,15000.00,14,1,13717.85
